row_key,id_,class_orig
102,600355016,0.0
103,599914154,0.0
104,599885767,0.0
105,599854669,0.0
106,599824831,0.0
107,599740813,0.0
108,599690973,0.0
109,599690538,0.0
110,599666880,0.0
111,599656266,0.0
112,599643110,0.0
113,599643047,0.0
114,599643008,0.0
115,599577629,0.0
116,599570934,0.0
117,599552537,0.0
118,599547361,0.0
119,599515265,0.0
120,599465777,0.0
121,599465623,0.0
122,599443351,0.0
123,599434363,0.0
124,599419820,0.0
125,599419766,0.0
126,599389615,0.0
127,599388571,0.0
128,599368644,0.0
129,599367148,0.0
130,599290457,0.0
131,599240068,-1.0
132,599240014,0.0
133,599239970,0.0
134,599239746,0.0
135,599239690,0.0
136,599224198,0.0
137,599154625,0.0
138,598898306,0.0
139,598897981,0.0
140,598879909,0.0
141,598869797,0.0
142,598817301,0.0
143,598486322,0.0
144,598474846,0.0
145,598135690,0.0
146,598134532,0.0
147,598134518,0.0
148,598096171,
149,598096150,0.0
150,598096135,0.0
151,598096102,0.0
152,598077132,0.0
153,597945834,0.0
154,597945816,0.0
155,597945770,0.0
156,597894556,0.0
157,597893748,0.0
158,597886377,0.0
159,597665885,0.0
160,597654366,0.0
161,597626064,0.0
162,597527474,0.0
163,597514053,0.0
164,597486671,0.0
165,597486106,0.0
166,597326806,0.0
167,597302018,0.0
168,597301991,0.0
169,597296627,0.0
170,597262793,0.0
171,597150824,0.0
172,597130850,0.0
173,597127084,0.0
174,597127075,0.0
175,597072655,0.0
176,597072316,0.0
177,597054899,0.0
178,597052539,0.0
179,597037719,0.0
180,597031875,0.0
181,597031527,0.0
182,597003890,0.0
183,596962678,0.0
184,596960307,0.0
185,596913256,0.0
186,596906768,0.0
187,596835740,0.0
188,596834325,0.0
189,596738506,0.0
190,596736295,0.0
191,596662142,0.0
192,596656347,0.0
193,596655849,0.0
194,596554278,0.0
195,596542716,0.0
196,596445184,0.0
197,596328276,0.0
198,596307179,0.0
199,596306823,0.0
200,596273470,0.0
201,596224961,0.0
202,596224896,0.0
203,596176964,0.0
204,596176821,0.0
205,596173381,0.0
206,596170806,-1.0
207,596136698,0.0
208,596130319,0.0
209,596001358,0.0
210,595971296,0.0
211,595971130,0.0
212,595687964,0.0
213,595654700,0.0
214,595579850,0.0
215,595538996,1.0
216,595498135,0.0
217,595482351,0.0
218,595356206,0.0
219,595350534,-1.0
220,595214718,0.0
221,594988867,0.0
222,594812025,0.0
223,594762038,0.0
224,594637302,0.0
225,594377640,0.0
226,594377619,0.0
227,594227337,0.0
228,594227117,0.0
229,594194240,0.0
230,594193848,0.0
231,594192762,0.0
232,594180993,0.0
233,594010921,0.0
234,593890510,0.0
235,593602171,0.0
236,593447349,-1.0
237,592913713,0.0
238,592910485,0.0
239,592884595,-1.0
240,592883632,0.0
241,592880832,0.0
242,592864309,0.0
243,592861332,0.0
244,592848389,0.0
245,592721367,1.0
246,592707598,0.0
247,592689386,0.0
248,592688879,0.0
249,592616374,0.0
250,592616142,0.0
251,592560133,0.0
252,592523049,0.0
253,592506242,0.0
254,592504637,0.0
255,592487168,0.0
256,592487087,0.0
257,592282151,0.0
258,592105348,0.0
259,592105308,0.0
260,591841861,0.0
261,591841192,0.0
262,591696903,1.0
263,591677459,0.0
264,591639383,0.0
265,591617829,0.0
266,591525237,0.0
267,591524189,0.0
268,591373206,0.0
269,591372787,0.0
270,591286344,0.0
271,591286122,0.0
272,591262255,0.0
273,591112836,0.0
274,591095517,0.0
275,590992068,0.0
276,590992014,0.0
277,590912644,0.0
278,590856808,
279,590856800,0.0
280,590856762,0.0
281,590471082,0.0
282,590320961,0.0
283,590299618,0.0
284,590203539,0.0
285,590174033,0.0
286,590159621,0.0
287,590048595,0.0
288,589931699,0.0
289,589931684,1.0
290,589843540,0.0
291,589651387,0.0
292,589628330,0.0
293,589573018,
294,589572971,0.0
295,589572927,0.0
296,589469969,0.0
297,589372413,0.0
298,588795526,0.0
299,588740755,0.0
300,588658086,0.0
301,588642727,0.0
302,588642709,0.0
303,588642674,-1.0
304,588627206,0.0
305,588627016,0.0
306,588558607,-1.0
307,588558073,0.0
308,588557837,1.0
309,588557613,0.0
310,588557422,0.0
311,588557105,0.0
312,588556775,0.0
313,588555005,0.0
314,588486470,-1.0
315,588433085,0.0
316,588386150,0.0
317,588376505,1.0
318,588326132,0.0
319,588321223,1.0
320,588258590,0.0
321,588208760,0.0
322,588169008,0.0
323,588111958,0.0
324,588109769,0.0
325,588094405,0.0
326,588093927,0.0
327,588093297,-1.0
328,588082318,0.0
329,588046755,0.0
330,588019963,0.0
331,587986097,0.0
332,587902635,0.0
333,587898646,0.0
334,587898577,0.0
335,587800485,0.0
336,587723572,0.0
337,587721038,0.0
338,587700783,0.0
339,587684475,0.0
340,587682821,0.0
341,587560033,0.0
342,587468790,0.0
343,587466593,0.0
344,587466590,0.0
345,587457340,0.0
346,587457230,1.0
347,587446212,0.0
348,587444439,0.0
349,587431641,0.0
350,587294803,0.0
351,587292818,0.0
352,587291144,0.0
353,587177928,0.0
354,587076873,0.0
355,587073267,0.0
356,587012583,-1.0
357,587011978,-1.0
358,587011901,0.0
359,586964885,0.0
360,586916626,-2.0
361,586910669,0.0
362,586851857,0.0
363,586769164,1.0
364,586767878,0.0
365,586767330,0.0
366,586766337,0.0
367,586725340,0.0
368,586720746,0.0
369,586713380,0.0
370,586711903,0.0
371,586650402,0.0
372,586625502,0.0
373,586621225,0.0
374,586616235,0.0
375,586512041,0.0
376,586498217,0.0
377,586491060,-2.0
378,586487469,0.0
379,586486315,0.0
380,586477707,0.0
381,586475539,0.0
382,586474086,0.0
383,586455808,0.0
384,586455387,1.0
385,586455224,0.0
386,586454850,1.0
387,586454667,1.0
388,586454208,0.0
389,586448770,0.0
390,586442051,0.0
391,586439314,0.0
392,586426107,0.0
393,586423691,0.0
394,586415837,0.0
395,586403696,1.0
396,586403407,0.0
397,586403130,1.0
398,586399637,-1.0
399,586399548,0.0
400,586399329,0.0
401,586386858,0.0
402,586380159,0.0
403,586370087,0.0
404,586359611,0.0
405,586354930,1.0
406,586354571,0.0
407,586354559,0.0
408,586354105,0.0
409,586348163,0.0
410,586346625,0.0
411,586345908,0.0
412,586345853,0.0
413,586335401,1.0
414,586322639,0.0
415,586286134,-1.0
416,586285305,0.0
417,586279498,0.0
418,586265847,0.0
419,586263213,-1.0
420,586258584,0.0
421,586235601,0.0
422,586220726,0.0
423,586212168,0.0
424,586211978,0.0
425,586102194,0.0
426,586101453,0.0
427,586062689,0.0
428,586053130,1.0
429,586038964,0.0
430,586023198,0.0
431,586010123,0.0
432,585994096,0.0
433,585993340,1.0
434,585988717,1.0
435,585988034,0.0
436,585969202,0.0
437,585923221,0.0
438,585922342,0.0
439,585910686,1.0
440,585819813,0.0
441,585804532,0.0
442,585614171,0.0
443,585545917,0.0
444,585517756,0.0
445,585392711,0.0
446,585363307,1.0
447,585353025,0.0
448,585349963,0.0
449,585324192,0.0
450,585306177,0.0
451,585295371,0.0
452,585251531,0.0
453,585250229,0.0
454,585222696,0.0
455,585219985,1.0
456,585183543,0.0
457,585104867,0.0
458,585096044,0.0
459,585095878,0.0
460,585056367,0.0
461,585056070,0.0
462,584983719,0.0
463,584935160,0.0
464,584855311,-1.0
465,584788290,0.0
466,584788280,0.0
467,584775267,0.0
468,584774175,0.0
469,584771436,0.0
470,584753579,0.0
471,584645737,0.0
472,584534862,-1.0
473,584338232,0.0
474,584176544,0.0
475,584151886,0.0
476,584083854,0.0
477,584082712,0.0
478,584028812,1.0
479,584027520,0.0
480,584027322,0.0
481,584027060,0.0
482,584027035,0.0
483,584026184,1.0
484,584020427,0.0
485,583998923,0.0
486,583970738,0.0
487,583953909,0.0
488,583949881,0.0
489,583945416,0.0
490,583939273,0.0
491,583938009,0.0
492,583935238,0.0
493,583933840,0.0
494,583909429,0.0
495,583894407,0.0
496,583888896,0.0
497,583888811,0.0
498,583866477,0.0
499,583835359,0.0
500,583780346,0.0
501,583780325,0.0
502,583748123,1.0
503,583737162,0.0
504,583729011,0.0
505,583658513,0.0
506,583644522,0.0
507,583612018,1.0
508,583586572,0.0
509,583472834,0.0
510,583447610,0.0
511,583421799,0.0
512,583258363,0.0
513,583242099,0.0
514,583132937,0.0
515,583131829,0.0
516,583112329,0.0
517,582979356,0.0
518,582977483,0.0
519,582844698,0.0
520,582827771,0.0
521,582814639,0.0
522,582814434,0.0
523,582814355,0.0
524,582707552,0.0
525,582661886,0.0
526,582530769,0.0
527,582524709,0.0
528,582235379,0.0
529,582095720,0.0
530,582093905,0.0
531,582092703,0.0
532,581948671,0.0
533,581948665,0.0
534,581943395,1.0
535,581862661,0.0
536,581789123,-1.0
537,581778904,-1.0
538,581772728,0.0
539,581766686,0.0
540,581754993,2.0
541,581736599,0.0
542,581735582,0.0
543,581723381,0.0
544,581711466,0.0
545,581707582,0.0
546,581707107,0.0
547,581700271,-2.0
548,581700259,0.0
549,581700258,0.0
550,581700249,0.0
551,581688368,0.0
552,581673804,0.0
553,581671565,0.0
554,581670380,0.0
555,581668772,0.0
556,581666977,1.0
557,581665526,0.0
558,581665377,1.0
559,581643245,0.0
560,581615491,-1.0
561,581571655,0.0
562,581542607,-2.0
563,581542381,1.0
564,581539133,0.0
565,581539098,0.0
566,581517457,0.0
567,581441075,0.0
568,581397356,0.0
569,581386377,1.0
570,581377764,0.0
571,581377740,0.0
572,581342711,0.0
573,581336884,0.0
574,581321373,0.0
575,581318521,2.0
576,581285321,0.0
577,581285030,1.0
578,581284373,0.0
579,581275478,0.0
580,581237910,0.0
581,581237737,0.0
582,581223634,0.0
583,581212825,0.0
584,581210532,0.0
585,581161586,0.0
586,581161456,0.0
587,581097625,0.0
588,580947695,1.0
589,580905570,1.0
590,580905365,1.0
591,580850593,-1.0
592,580641307,0.0
593,580309744,1.0
594,580159840,0.0
595,580153045,0.0
596,579982257,0.0
597,579878496,0.0
598,579757864,0.0
599,579757053,0.0
600,579753108,1.0
601,579715750,0.0
602,579660440,0.0
603,579659424,0.0
604,579659152,0.0
605,579659080,0.0
606,579658640,0.0
607,579658266,1.0
608,579615389,0.0
609,579468884,0.0
610,579467992,0.0
611,579432408,0.0
612,579401167,1.0
613,579386683,1.0
614,579384977,0.0
615,579213755,1.0
616,579154010,1.0
617,579123362,0.0
618,579090226,0.0
619,578995079,0.0
620,578963827,1.0
621,578946541,0.0
622,578677109,1.0
623,578677059,1.0
624,578665722,0.0
625,578654069,0.0
626,578529977,1.0
627,578517641,0.0
628,578469280,0.0
629,578414981,0.0
630,578412263,0.0
631,578410358,0.0
632,578356658,0.0
633,578263751,0.0
634,578117989,0.0
635,578115326,0.0
636,578113719,0.0
637,578056228,0.0
638,577751356,1.0
639,577044025,0.0
640,576917371,0.0
641,576882909,-1.0
642,576812745,0.0
643,576800434,0.0
644,576750438,0.0
645,576650709,0.0
646,576428647,0.0
647,576377950,1.0
648,576358407,0.0
649,576347301,0.0
650,576336058,0.0
651,576330371,0.0
652,576322011,0.0
653,576289299,0.0
654,576265949,0.0
655,576255959,0.0
656,576255717,0.0
657,576253918,0.0
658,576237177,0.0
659,576230900,0.0
660,576149000,0.0
661,576098434,0.0
662,576069612,0.0
663,576057373,0.0
664,575872131,0.0
665,575864011,0.0
666,575840191,0.0
667,575781536,0.0
668,575714898,0.0
669,575638655,0.0
670,575375113,1.0
671,575351223,0.0
672,575104348,0.0
673,574986431,0.0
674,574980193,0.0
675,574967301,0.0
676,574943859,0.0
677,574935090,0.0
678,574934704,1.0
679,574928527,0.0
680,574685570,-1.0
681,574577426,0.0
682,574530719,0.0
683,574287618,0.0
684,574284920,0.0
685,574269621,-1.0
686,574189070,0.0
687,574014940,0.0
688,573915577,0.0
689,573893810,0.0
690,573269056,0.0
691,573097585,1.0
692,573096225,0.0
693,573022831,-2.0
694,573016531,0.0
695,572937777,0.0
696,572880491,0.0
697,572836048,-2.0
698,572833998,0.0
699,572816407,-1.0
700,572762820,0.0
701,572757154,1.0
702,572684732,1.0
703,572681683,0.0
704,572487250,0.0
705,572453613,0.0
706,572451381,0.0
707,572451302,0.0
708,572404858,0.0
709,572386354,0.0
710,572384130,0.0
711,572384028,0.0
712,572277115,1.0
713,572189231,-2.0
714,572185169,0.0
715,572170578,0.0
716,572169075,0.0
717,572119265,0.0
718,572113217,0.0
719,572104086,0.0
720,572093765,0.0
721,572003069,0.0
722,571988900,0.0
723,571988650,0.0
724,571933972,1.0
725,571931114,0.0
726,571888858,0.0
727,571798124,0.0
728,571797623,0.0
729,571797335,0.0
730,571791640,0.0
731,571789969,0.0
732,571710953,0.0
733,571541191,0.0
734,571519473,0.0
735,571519380,0.0
736,571498597,0.0
737,571478057,0.0
738,571473134,0.0
739,571470523,0.0
740,571458809,0.0
741,571457450,0.0
742,571456036,0.0
743,571445131,0.0
744,571441450,0.0
745,571402177,0.0
746,571384587,0.0
747,571357257,0.0
748,571306031,0.0
749,571302731,0.0
750,571288533,0.0
751,571249627,0.0
752,571048532,0.0
753,571042571,0.0
754,571034604,-1.0
755,571031036,0.0
756,571011755,
757,570992362,0.0
758,570934310,0.0
759,570786348,0.0
760,570629055,0.0
761,570425009,0.0
762,570420309,0.0
763,570280289,-1.0
764,570153453,0.0
765,569977617,0.0
766,569968815,0.0
767,569810296,0.0
768,569809837,0.0
769,569809719,0.0
770,569809205,0.0
771,569809142,0.0
772,569689853,0.0
773,569581463,0.0
774,569445965,0.0
775,569445133,0.0
776,569418865,0.0
777,569287448,0.0
778,569266893,0.0
779,569227906,-1.0
780,569174230,0.0
781,569153710,0.0
782,569150805,-1.0
783,569143589,0.0
784,569085422,-1.0
785,569042313,0.0
786,569041899,0.0
787,569041297,0.0
788,569038975,0.0
789,569008701,0.0
790,568997821,0.0
791,568983838,0.0
792,568970470,0.0
793,568892730,0.0
794,568694730,0.0
795,568660465,0.0
796,568644993,0.0
797,568643777,0.0
798,568643560,0.0
799,568601428,0.0
800,568484436,0.0
801,568469581,0.0
802,568460567,0.0
803,568459881,0.0
804,568459667,1.0
805,568457214,0.0
806,568423756,0.0
807,568380924,0.0
808,568313160,0.0
809,568312429,-1.0
810,568276433,0.0
811,568271057,0.0
812,568223115,0.0
813,568164343,0.0
814,568163988,0.0
815,568101173,0.0
816,568081409,0.0
817,567915267,0.0
818,567908465,0.0
819,567876252,-1.0
820,567767521,0.0
821,567766651,0.0
822,567515760,0.0
823,567429688,0.0
824,567418773,0.0
825,567239214,0.0
826,567013477,0.0
827,566979505,0.0
828,566857715,0.0
829,566847639,0.0
830,566785041,0.0
831,566708203,0.0
832,566705615,0.0
833,566696719,0.0
834,566695509,0.0
835,566694902,0.0
836,566694438,0.0
837,566693854,0.0
838,566675432,0.0
839,566645757,0.0
840,566645475,1.0
841,566645357,0.0
842,566644848,1.0
843,566607596,0.0
844,566606434,0.0
845,566606309,1.0
846,566580637,0.0
847,566579658,0.0
848,566547691,-1.0
849,566543731,0.0
850,566540657,0.0
851,566537572,0.0
852,566527505,0.0
853,566525465,0.0
854,566505354,-2.0
855,566483618,0.0
856,566370170,0.0
857,566366426,0.0
858,566355642,0.0
859,566337652,0.0
860,566335574,0.0
861,566296101,-1.0
862,566278684,0.0
863,566105125,0.0
864,566104119,-1.0
865,566102891,0.0
866,566082826,0.0
867,566068115,0.0
868,565919996,0.0
869,565919508,1.0
870,565830610,-1.0
871,565822274,0.0
872,565754153,0.0
873,565743566,0.0
874,565743013,0.0
875,565656807,0.0
876,565536264,0.0
877,565519031,0.0
878,565518668,0.0
879,565518440,0.0
880,565480039,0.0
881,565434479,0.0
882,565412457,0.0
883,565409450,0.0
884,565304207,0.0
885,565111207,0.0
886,565037986,0.0
887,564962041,0.0
888,564903654,0.0
889,564903530,0.0
890,564903414,0.0
891,564903204,0.0
892,564902412,0.0
893,564861569,-1.0
894,564836491,0.0
895,564748449,0.0
896,564738570,0.0
897,564709956,0.0
898,564701992,0.0
899,564627631,0.0
900,564621959,0.0
901,564454244,0.0
902,564276658,-1.0
903,564262598,0.0
904,564188965,0.0
905,564158557,-1.0
906,564046289,0.0
907,564046047,0.0
908,564035595,0.0
909,564033696,0.0
910,564033686,0.0
911,563979778,0.0
912,563974221,-1.0
913,563949984,0.0
914,563949341,0.0
915,563882569,0.0
916,563727156,0.0
917,563707218,0.0
918,563648031,0.0
919,563620819,0.0
920,563344462,0.0
921,563072843,0.0
922,562916977,0.0
923,562690796,0.0
924,562535067,0.0
925,562507578,0.0
926,562380208,0.0
927,562290588,0.0
928,562286421,-2.0
929,562138382,0.0
930,562060492,0.0
931,562038762,0.0
932,561991638,-1.0
933,561945417,-1.0
934,561909562,1.0
935,561848908,0.0
936,561710563,0.0
937,561590264,0.0
938,561520130,1.0
939,561519076,0.0
940,561481693,0.0
941,561407388,-1.0
942,561403729,0.0
943,561397716,-1.0
944,560730681,0.0
945,560625782,0.0
946,560478799,0.0
947,560312994,-1.0
948,560306459,0.0
949,560306188,0.0
950,560305919,0.0
951,560302377,0.0
952,560301999,1.0
953,560301624,0.0
954,560244274,0.0
955,560237347,0.0
956,560171556,0.0
957,560019485,0.0
958,559961478,0.0
959,559961001,0.0
960,559955104,0.0
961,559946051,0.0
962,559923215,0.0
963,559912668,0.0
964,559912127,0.0
965,559894423,0.0
966,559881606,0.0
967,559875324,0.0
968,559872751,0.0
969,559871646,0.0
970,559870854,0.0
971,559869080,0.0
972,559851797,0.0
973,559842223,0.0
974,559839899,0.0
975,559830824,0.0
976,559812869,0.0
977,559801041,0.0
978,559768083,0.0
979,559730746,0.0
980,559624726,0.0
981,559568682,0.0
982,559495615,0.0
983,559431714,0.0
984,559336044,0.0
985,559122064,-1.0
986,558996556,0.0
987,558714585,0.0
988,558652939,0.0
989,558556738,0.0
990,558556426,-1.0
991,558555185,0.0
992,558540290,0.0
993,558374639,-1.0
994,558268822,0.0
995,558237716,0.0
996,558235873,0.0
997,558109978,0.0
998,558104545,0.0
999,557993344,0.0
1000,557865196,0.0
1001,557775780,0.0
1002,557673691,0.0
1003,557593100,0.0
1004,557561043,0.0
1005,557534882,0.0
1006,557529690,0.0
1007,557311273,0.0
1008,557265813,0.0
1009,556935440,0.0
1010,556899790,0.0
1011,556871274,0.0
1012,556855098,-1.0
1013,556816711,0.0
1014,556684944,0.0
1015,556608074,-1.0
1016,556546629,0.0
1017,556227169,0.0
1018,556131084,0.0
1019,556073288,0.0
1020,555990440,-2.0
1021,555988028,0.0
1022,555986137,0.0
1023,555934858,0.0
1024,555921403,0.0
1025,555854623,0.0
1026,555797679,0.0
1027,555795423,0.0
1028,555646930,0.0
1029,555637466,0.0
1030,555190653,0.0
1031,554791760,1.0
1032,554791136,0.0
1033,554790586,1.0
1034,554790398,0.0
1035,554651517,0.0
1036,554647518,0.0
1037,554582742,0.0
1038,554581106,0.0
1039,554578945,0.0
1040,554567896,0.0
1041,554505900,0.0
1042,554502763,0.0
1043,554493393,1.0
1044,554476463,0.0
1045,554473585,0.0
1046,554453870,0.0
1047,554450503,0.0
1048,554445139,0.0
1049,554439084,0.0
1050,554427207,0.0
1051,554424485,0.0
1052,554412544,0.0
1053,554411624,0.0
1054,554398943,1.0
1055,554389400,1.0
1056,554388946,0.0
1057,554384707,0.0
1058,554381575,0.0
1059,554345491,0.0
1060,554331877,0.0
1061,554331557,0.0
1062,554331521,0.0
1063,554330474,0.0
1064,554330453,0.0
1065,554328937,0.0
1066,554326431,0.0
1067,554323879,0.0
1068,554313758,0.0
1069,554288987,0.0
1070,554258404,0.0
1071,554255656,0.0
1072,554211756,0.0
1073,554194379,0.0
1074,554189342,0.0
1075,554189287,0.0
1076,554165909,0.0
1077,554143014,0.0
1078,554122988,0.0
1079,554113317,0.0
1080,554019295,0.0
1081,553937133,0.0
1082,553925451,0.0
1083,553922642,1.0
1084,553788282,0.0
1085,553718367,0.0
1086,553588531,0.0
1087,553521483,0.0
1088,553482996,1.0
1089,553346025,0.0
1090,553262147,0.0
1091,553254818,0.0
1092,553233870,0.0
1093,553203341,0.0
1094,553164543,0.0
1095,553069854,0.0
1096,553031804,0.0
1097,553031616,0.0
1098,553006778,0.0
1099,552919223,0.0
1100,552832187,0.0
1101,552785309,0.0
1102,552782802,0.0
1103,552636119,0.0
1104,552613892,0.0
1105,552587718,0.0
1106,552495976,0.0
1107,552493246,0.0
1108,552487001,0.0
1109,552212348,1.0
1110,552209909,0.0
1111,552079925,0.0
1112,552077159,0.0
1113,551979821,0.0
1114,551916232,-1.0
1115,551865836,0.0
1116,551795285,1.0
1117,551786408,0.0
1118,551737029,0.0
1119,551736438,0.0
1120,551702787,0.0
1121,551465585,0.0
1122,551438581,0.0
1123,551379408,0.0
1124,551334454,0.0
1125,551283787,-1.0
1126,551205361,1.0
1127,551014374,0.0
1128,550913791,0.0
1129,550910416,0.0
1130,550884352,0.0
1131,550860691,0.0
1132,550827958,0.0
1133,550826403,0.0
1134,550762469,-1.0
1135,550689240,0.0
1136,550450337,0.0
1137,550448747,1.0
1138,550406082,0.0
1139,550352746,0.0
1140,550322072,0.0
1141,550319755,0.0
1142,550096003,0.0
1143,550082282,1.0
1144,550058880,0.0
1145,550048461,0.0
1146,549976391,0.0
1147,549959682,-2.0
1148,549935373,0.0
1149,549924356,0.0
1150,549893220,0.0
1151,549893080,0.0
1152,549883243,-2.0
1153,549868415,0.0
1154,549865343,0.0
1155,549824086,0.0
1156,549810211,0.0
1157,549780621,0.0
1158,549759635,0.0
1159,549741276,0.0
1160,549737187,0.0
1161,549733691,0.0
1162,549733466,0.0
1163,549731737,0.0
1164,549731133,0.0
1165,549727128,0.0
1166,549724640,0.0
1167,549720452,0.0
1168,549695606,0.0
1169,549643333,0.0
1170,549612237,0.0
1171,549532400,0.0
1172,549526520,-1.0
1173,549504534,0.0
1174,549444786,0.0
1175,549355628,0.0
1176,549281838,0.0
1177,549138192,-1.0
1178,549109386,0.0
1179,548713375,0.0
1180,548688252,0.0
1181,548566869,-1.0
1182,548523960,0.0
1183,548468705,-1.0
1184,548459209,0.0
1185,548458855,0.0
1186,548457323,0.0
1187,548456807,0.0
1188,548394098,0.0
1189,548384831,0.0
1190,548384762,0.0
1191,548384592,-1.0
1192,548384503,0.0
1193,548379586,0.0
1194,548317121,0.0
1195,548234618,0.0
1196,548233173,-1.0
1197,548186312,-1.0
1198,548159518,0.0
1199,548084790,0.0
1200,548040278,0.0
1201,547954948,0.0
1202,547953906,0.0
1203,547801012,0.0
1204,547582088,0.0
1205,547562080,0.0
1206,547548642,-1.0
1207,547530409,0.0
1208,547435449,1.0
1209,547411080,0.0
1210,547394876,0.0
1211,547394556,0.0
1212,547379586,0.0
1213,547336375,1.0
1214,547137853,0.0
1215,547114735,0.0
1216,547083727,0.0
1217,547083521,-1.0
1218,547070057,0.0
1219,546997486,0.0
1220,546975175,0.0
1221,546964667,0.0
1222,546906961,0.0
1223,546825118,0.0
1224,546797936,0.0
1225,546654523,0.0
1226,546470389,0.0
1227,546461969,0.0
1228,546461913,0.0
1229,546313904,0.0
1230,546194827,0.0
1231,545984468,
1232,545849244,0.0
1233,545731826,0.0
1234,545683271,0.0
1235,545677737,-1.0
1236,545632661,-1.0
1237,545603889,0.0
1238,545603802,-1.0
1239,545603660,0.0
1240,545599884,0.0
1241,545579619,-2.0
1242,545543049,-1.0
1243,545542817,0.0
1244,545542152,-1.0
1245,545539920,0.0
1246,545524235,0.0
1247,545451092,0.0
1248,545419941,-1.0
1249,545384117,0.0
1250,545381905,0.0
1251,545363961,0.0
1252,545361051,0.0
1253,545359845,0.0
1254,545286970,-1.0
1255,545275695,-1.0
1256,545272101,0.0
1257,545259480,0.0
1258,545245982,0.0
1259,545232010,0.0
1260,545208324,1.0
1261,545199973,0.0
1262,545199697,-1.0
1263,545196243,0.0
1264,545179826,0.0
1265,545173172,0.0
1266,545161754,0.0
1267,545152781,0.0
1268,545148982,0.0
1269,545109247,-1.0
1270,545101306,0.0
1271,544988693,0.0
1272,544868165,0.0
1273,544867255,0.0
1274,544864373,0.0
1275,544786712,0.0
1276,544784356,-1.0
1277,544770241,0.0
1278,544768388,0.0
1279,544762022,0.0
1280,544761944,0.0
1281,544623263,-1.0
1282,544608715,0.0
1283,544567804,0.0
1284,544382643,0.0
1285,544316157,0.0
1286,544310114,0.0
1287,544216058,0.0
1288,544180659,0.0
1289,543953112,0.0
1290,543923941,-1.0
1291,543806785,0.0
1292,543806003,0.0
1293,543653231,-1.0
1294,543644040,0.0
1295,543517367,0.0
1296,543367679,0.0
1297,543347102,0.0
1298,543334983,0.0
1299,543317980,-1.0
1300,543257415,-1.0
1301,543256525,0.0
1302,543244696,0.0
1303,543164582,0.0
1304,543132609,0.0
1305,543129532,0.0
1306,543122835,0.0
1307,542978794,0.0
1308,542957220,0.0
1309,542948836,0.0
1310,542788354,0.0
1311,542649313,0.0
1312,542586355,-1.0
1313,542585598,0.0
1314,542355034,-1.0
1315,542308407,0.0
1316,542289988,0.0
1317,542287947,-1.0
1318,542286335,0.0
1319,542284501,0.0
1320,542264709,0.0
1321,542245389,-1.0
1322,542228499,-1.0
1323,542225048,0.0
1324,542221130,0.0
1325,542216452,0.0
1326,542215515,0.0
1327,542066303,0.0
1328,542054338,0.0
1329,542019258,1.0
1330,541954386,0.0
1331,541858969,1.0
1332,541739329,0.0
1333,541636956,0.0
1334,541426091,0.0
1335,541342722,-1.0
1336,541300486,0.0
1337,541249369,0.0
1338,541231767,0.0
1339,541172984,0.0
1340,541172397,0.0
1341,541167319,-1.0
1342,541074247,0.0
1343,541068562,0.0
1344,541010923,0.0
1345,540975314,0.0
1346,540850744,0.0
1347,540849291,0.0
1348,540848831,0.0
1349,540846629,-1.0
1350,540561222,1.0
1351,540438847,0.0
1352,540377879,0.0
